country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg,year,month,day,hour,weekday,pollutant_range,aqi_category,season
India,Andhra Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - Appcb",2026-03-13 15:00:00,13.20488,79.097889,Ozone,18.0,38.0,25.0,2026,3,13,15,Friday,20.0,N/A,Summer
India,Andhra Pradesh,Machilipatnam,"Srinivas Nagar Colony, Machilipatnam - Appcb",2026-03-13 15:00:00,16.186555,81.13219,No2,10.0,20.0,15.0,2026,3,13,15,Friday,10.0,N/A,Summer
India,Andhra Pradesh,Kadapa,"Yerramukkapalli, Kadapa - Appcb",2026-03-13 15:00:00,14.465052,78.824187,Pm10,52.0,76.0,63.0,2026,3,13,15,Friday,24.0,N/A,Summer
India,Andhra Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - Appcb",2026-03-13 15:00:00,13.20488,79.097889,No2,25.0,40.0,29.0,2026,3,13,15,Friday,15.0,N/A,Summer
India,Andhra Pradesh,Eluru,"District Court, Eluru - Appcb",2026-03-13 15:00:00,16.711754,81.092095,Co,23.0,44.0,29.0,2026,3,13,15,Friday,21.0,N/A,Summer
India,Andhra Pradesh,Eluru,"District Court, Eluru - Appcb",2026-03-13 15:00:00,16.711754,81.092095,Ozone,2.0,41.0,14.0,2026,3,13,15,Friday,39.0,N/A,Summer
India,Andhra Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - Appcb",2026-03-13 15:00:00,13.20488,79.097889,So2,12.0,24.0,14.0,2026,3,13,15,Friday,12.0,N/A,Summer
India,Andhra Pradesh,Amaravati,"Secretariat, Amaravati - Appcb",2026-03-13 15:00:00,16.5150833,80.5181667,Pm10,38.0,100.0,66.0,2026,3,13,15,Friday,62.0,N/A,Summer
India,Andhra Pradesh,Guntur,"Rajendra Nagar North, Guntur - Appcb",2026-03-13 15:00:00,16.316553,80.413302,No2,12.0,18.0,15.0,2026,3,13,15,Friday,6.0,N/A,Summer
India,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - Appcb",2026-03-13 15:00:00,14.675886,77.593027,Pm2.5,40.0,58.0,51.0,2026,3,13,15,Friday,18.0,N/A,Summer
India,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - Appcb",2026-03-13 15:00:00,14.675886,77.593027,Ozone,35.0,40.0,37.0,2026,3,13,15,Friday,5.0,N/A,Summer
India,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - Appcb",2026-03-13 15:00:00,14.675886,77.593027,So2,10.0,19.0,12.0,2026,3,13,15,Friday,9.0,N/A,Summer
India,Andhra Pradesh,Amaravati,"Secretariat, Amaravati - Appcb",2026-03-13 15:00:00,16.5150833,80.5181667,Nh3,2.0,2.0,2.0,2026,3,13,15,Friday,0.0,N/A,Summer
India,Andhra Pradesh,Kadapa,"Yerramukkapalli, Kadapa - Appcb",2026-03-13 15:00:00,14.465052,78.824187,Co,22.0,52.0,45.0,2026,3,13,15,Friday,30.0,N/A,Summer
India,Andhra Pradesh,Kadapa,"Yerramukkapalli, Kadapa - Appcb",2026-03-13 15:00:00,14.465052,78.824187,Ozone,13.0,15.0,14.0,2026,3,13,15,Friday,2.0,N/A,Summer
India,Andhra Pradesh,Machilipatnam,"Srinivas Nagar Colony, Machilipatnam - Appcb",2026-03-13 15:00:00,16.186555,81.13219,Nh3,3.0,6.0,5.0,2026,3,13,15,Friday,3.0,N/A,Summer
India,Andhra Pradesh,Machilipatnam,"Srinivas Nagar Colony, Machilipatnam - Appcb",2026-03-13 15:00:00,16.186555,81.13219,Co,13.0,40.0,26.0,2026,3,13,15,Friday,27.0,N/A,Summer
India,Andhra Pradesh,Tirumala,"Toll Gate, Tirumala - Appcb",2026-03-13 15:00:00,13.67,79.35,Co,20.0,39.0,26.0,2026,3,13,15,Friday,19.0,N/A,Summer
India,Assam,Byrnihat,"Central Academy For Sfs, Byrnihat - Pcba",2026-03-13 15:00:00,26.071318,91.87488,Pm2.5,83.0,213.0,162.0,2026,3,13,15,Friday,130.0,N/A,Summer
India,Assam,Byrnihat,"Central Academy For Sfs, Byrnihat - Pcba",2026-03-13 15:00:00,26.071318,91.87488,So2,18.0,32.0,30.0,2026,3,13,15,Friday,14.0,N/A,Summer
India,Assam,Byrnihat,"Central Academy For Sfs, Byrnihat - Pcba",2026-03-13 15:00:00,26.071318,91.87488,Ozone,12.0,32.0,18.0,2026,3,13,15,Friday,20.0,N/A,Summer
India,Assam,Guwahati,"Iitg, Guwahati - Pcba",2026-03-13 15:00:00,26.2028636,91.70046436,So2,32.0,34.0,32.0,2026,3,13,15,Friday,2.0,N/A,Summer
India,Andhra Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - Appcb",2026-03-13 15:00:00,16.9872867,81.7363176,Pm10,32.0,108.0,52.0,2026,3,13,15,Friday,76.0,N/A,Summer
India,Andhra Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - Appcb",2026-03-13 15:00:00,16.9872867,81.7363176,No2,9.0,36.0,20.0,2026,3,13,15,Friday,27.0,N/A,Summer
India,Andhra Pradesh,Tirupati,"Vaikuntapuram, Tirupati - Appcb",2026-03-13 15:00:00,13.615387,79.40923,No2,22.0,33.0,25.0,2026,3,13,15,Friday,11.0,N/A,Summer
India,Andhra Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - Appcb",2026-03-13 15:00:00,16.9872867,81.7363176,Ozone,2.0,114.0,44.0,2026,3,13,15,Friday,112.0,N/A,Summer
India,Andhra Pradesh,Guntur,"Rajendra Nagar North, Guntur - Appcb",2026-03-13 15:00:00,16.316553,80.413302,Pm2.5,34.0,91.0,48.0,2026,3,13,15,Friday,57.0,N/A,Summer
India,Andhra Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - Appcb",2026-03-13 15:00:00,16.9872867,81.7363176,Pm2.5,22.0,88.0,39.0,2026,3,13,15,Friday,66.0,N/A,Summer
India,Andhra Pradesh,Vijayawada,"Hb Colony, Vijayawada - Appcb",2026-03-13 15:00:00,16.536107,80.594233,Nh3,3.0,4.0,3.0,2026,3,13,15,Friday,1.0,N/A,Summer
India,Andhra Pradesh,Vijayawada,"Kanuru, Vijayawada - Appcb",2026-03-13 15:00:00,16.486692,80.699436,Pm2.5,37.0,157.0,80.0,2026,3,13,15,Friday,120.0,N/A,Summer
India,Andhra Pradesh,Vijayawada,"Kanuru, Vijayawada - Appcb",2026-03-13 15:00:00,16.486692,80.699436,Nh3,4.0,7.0,5.0,2026,3,13,15,Friday,3.0,N/A,Summer
India,Andhra Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - Appcb",2026-03-13 15:00:00,16.509717,80.612222,Nh3,4.0,7.0,5.0,2026,3,13,15,Friday,3.0,N/A,Summer
India,Andhra Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - Appcb",2026-03-13 15:00:00,16.554731,80.64911,Pm2.5,52.0,68.0,62.0,2026,3,13,15,Friday,16.0,N/A,Summer
India,Andhra Pradesh,Vijayawada,"Hb Colony, Vijayawada - Appcb",2026-03-13 15:00:00,16.536107,80.594233,Pm10,47.0,129.0,65.0,2026,3,13,15,Friday,82.0,N/A,Summer
India,Andhra Pradesh,Tirumala,"Toll Gate, Tirumala - Appcb",2026-03-13 15:00:00,13.67,79.35,Pm10,48.0,114.0,72.0,2026,3,13,15,Friday,66.0,N/A,Summer
India,Assam,Guwahati,"Lgbi Airport, Guwahati - Pcba",2026-03-13 15:00:00,26.10887,91.589544,Co,12.0,61.0,50.0,2026,3,13,15,Friday,49.0,N/A,Summer
India,Assam,Guwahati,"Pan Bazaar, Guwahati - Pcba",2026-03-13 15:00:00,26.1875,91.744194,Pm2.5,1.0,98.0,62.0,2026,3,13,15,Friday,97.0,N/A,Summer
India,Andhra Pradesh,Visakhapatnam,"Gvm Corporation, Visakhapatnam - Appcb",2026-03-13 15:00:00,17.72,83.3,Pm2.5,25.0,200.0,73.0,2026,3,13,15,Friday,175.0,N/A,Summer
India,Andhra Pradesh,Visakhapatnam,"Gvm Corporation, Visakhapatnam - Appcb",2026-03-13 15:00:00,17.72,83.3,Nh3,3.0,4.0,3.0,2026,3,13,15,Friday,1.0,N/A,Summer
India,Assam,Guwahati,"Pan Bazaar, Guwahati - Pcba",2026-03-13 15:00:00,26.1875,91.744194,No2,14.0,40.0,26.0,2026,3,13,15,Friday,26.0,N/A,Summer
India,Assam,Guwahati,"Pan Bazaar, Guwahati - Pcba",2026-03-13 15:00:00,26.1875,91.744194,Ozone,10.0,26.0,10.0,2026,3,13,15,Friday,16.0,N/A,Summer
India,Assam,Guwahati,"Railway Colony, Guwahati - Pcba",2026-03-13 15:00:00,26.181742,91.78063,So2,4.0,9.0,6.0,2026,3,13,15,Friday,5.0,N/A,Summer
India,Assam,Nagaon,"Christianpatty, Nagaon - Pcba",2026-03-13 15:00:00,26.349082,92.68449,So2,7.0,13.0,11.0,2026,3,13,15,Friday,6.0,N/A,Summer
India,Assam,Nalbari,"Bata Chowk, Nalbari - Pcba",2026-03-13 15:00:00,26.446912,91.439057,Pm10,61.0,152.0,106.0,2026,3,13,15,Friday,91.0,N/A,Summer
India,Assam,Sivasagar,"Girls College, Sivasagar - Pcba",2026-03-13 15:00:00,26.987634,94.636574,Pm2.5,20.0,43.0,34.0,2026,3,13,15,Friday,23.0,N/A,Summer
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - Bspcb",2026-03-13 15:00:00,24.75746,84.366208,Pm10,30.0,137.0,88.0,2026,3,13,15,Friday,107.0,N/A,Summer
India,Bihar,Araria,"Kharahiya Basti, Araria - Bspcb",2026-03-13 15:00:00,26.146529,87.454184,Co,28.0,61.0,49.0,2026,3,13,15,Friday,33.0,N/A,Summer
India,Bihar,Arrah,"New Dm Office, Arrah - Bspcb",2026-03-13 15:00:00,25.5626095,84.663264,No2,4.0,9.0,7.0,2026,3,13,15,Friday,5.0,N/A,Summer
India,Assam,Nalbari,"Bata Chowk, Nalbari - Pcba",2026-03-13 15:00:00,26.446912,91.439057,Co,14.0,40.0,19.0,2026,3,13,15,Friday,26.0,N/A,Summer
India,Assam,Nalbari,"Bata Chowk, Nalbari - Pcba",2026-03-13 15:00:00,26.446912,91.439057,No2,14.0,40.0,26.0,2026,3,13,15,Friday,26.0,N/A,Summer
India,Assam,Silchar,"Tarapur, Silchar - Pcba",2026-03-13 15:00:00,24.82827,92.79525,Pm10,37.0,60.0,52.0,2026,3,13,15,Friday,23.0,N/A,Summer
India,Bihar,Buxar,"Charitra Van, Buxar - Bspcb",2026-03-13 15:00:00,25.56752,83.966379,No2,9.0,10.0,9.0,2026,3,13,15,Friday,1.0,N/A,Summer
India,Bihar,Buxar,"Charitra Van, Buxar - Bspcb",2026-03-13 15:00:00,25.56752,83.966379,Co,19.0,28.0,24.0,2026,3,13,15,Friday,9.0,N/A,Summer
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - Bspcb",2026-03-13 15:00:00,25.7808257,84.7446768,Co,8.0,16.0,12.0,2026,3,13,15,Friday,8.0,N/A,Summer
India,Bihar,Gaya,"Kareemganj, Gaya - Bspcb",2026-03-13 15:00:00,24.792403,84.992416,No2,11.0,13.0,12.0,2026,3,13,15,Friday,2.0,N/A,Summer
India,Bihar,Gaya,"Kareemganj, Gaya - Bspcb",2026-03-13 15:00:00,24.792403,84.992416,So2,40.5,40.5,40.5,2026,3,13,15,Friday,0.0,N/A,Summer
India,Bihar,Gaya,"Sfti Kusdihra, Gaya - Bspcb",2026-03-13 15:00:00,24.762518,84.982348,Nh3,3.0,5.0,4.0,2026,3,13,15,Friday,2.0,N/A,Summer
India,Bihar,Munger,"Town Hall, Munger - Bspcb",2026-03-13 15:00:00,25.376776,86.471523,Ozone,9.0,11.0,10.0,2026,3,13,15,Friday,2.0,N/A,Summer
India,Bihar,Muzaffarpur,"Mit-Daudpur Kothi, Muzaffarpur - Bspcb",2026-03-13 15:00:00,26.1403345,85.3650192,No2,2.0,9.0,6.0,2026,3,13,15,Friday,7.0,N/A,Summer
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - Bspcb",2026-03-13 15:00:00,26.1209,85.3647,Co,20.0,61.0,47.0,2026,3,13,15,Friday,41.0,N/A,Summer
India,Bihar,Patna,"Drm Office Danapur, Patna - Bspcb",2026-03-13 15:00:00,25.586562,85.043586,So2,4.0,9.0,6.0,2026,3,13,15,Friday,5.0,N/A,Summer
India,Bihar,Patna,"Drm Office Danapur, Patna - Bspcb",2026-03-13 15:00:00,25.586562,85.043586,Ozone,8.0,31.0,9.0,2026,3,13,15,Friday,23.0,N/A,Summer
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - Bspcb",2026-03-13 15:00:00,25.592539,85.227158,Pm10,112.0,214.5,146.0,2026,3,13,15,Friday,102.5,N/A,Summer
India,Bihar,Patna,"Igsc Planetarium Complex, Patna - Bspcb",2026-03-13 15:00:00,25.610369,85.132568,No2,1.0,2.0,2.0,2026,3,13,15,Friday,1.0,N/A,Summer
India,Bihar,Patna,"Igsc Planetarium Complex, Patna - Bspcb",2026-03-13 15:00:00,25.610369,85.132568,Co,6.0,37.0,16.0,2026,3,13,15,Friday,31.0,N/A,Summer
India,Bihar,Patna,"Muradpur, Patna - Bspcb",2026-03-13 15:00:00,25.619651,85.147382,Pm10,128.0,143.0,135.0,2026,3,13,15,Friday,15.0,N/A,Summer
India,Bihar,Patna,"Muradpur, Patna - Bspcb",2026-03-13 15:00:00,25.619651,85.147382,Nh3,3.0,5.0,5.0,2026,3,13,15,Friday,2.0,N/A,Summer
India,Bihar,Patna,"Muradpur, Patna - Bspcb",2026-03-13 15:00:00,25.619651,85.147382,Ozone,16.0,102.0,61.0,2026,3,13,15,Friday,86.0,N/A,Summer
India,Bihar,Patna,"Rajbansi Nagar, Patna - Bspcb",2026-03-13 15:00:00,25.599486,85.113666,Nh3,4.0,4.0,4.0,2026,3,13,15,Friday,0.0,N/A,Summer
India,Bihar,Patna,"Rajbansi Nagar, Patna - Bspcb",2026-03-13 15:00:00,25.599486,85.113666,Co,19.0,61.0,44.0,2026,3,13,15,Friday,42.0,N/A,Summer
India,Bihar,Hajipur,"Industrial Area, Hajipur - Bspcb",2026-03-13 15:00:00,25.697189,85.2459,Nh3,14.0,15.5,15.5,2026,3,13,15,Friday,1.5,N/A,Summer
India,Bihar,Katihar,"Mirchaibari, Katihar - Bspcb",2026-03-13 15:00:00,25.560083,87.553265,Pm2.5,13.0,60.0,39.0,2026,3,13,15,Friday,47.0,N/A,Summer
India,Bihar,Kishanganj,"Sdm Office Khagra, Kishanganj - Bspcb",2026-03-13 15:00:00,26.0881305,87.93840336,Pm2.5,37.0,157.0,80.0,2026,3,13,15,Friday,120.0,N/A,Summer
India,Bihar,Kishanganj,"Sdm Office Khagra, Kishanganj - Bspcb",2026-03-13 15:00:00,26.0881305,87.93840336,So2,5.0,13.0,7.0,2026,3,13,15,Friday,8.0,N/A,Summer
India,Bihar,Kishanganj,"Sdm Office Khagra, Kishanganj - Bspcb",2026-03-13 15:00:00,26.0881305,87.93840336,Co,12.0,16.0,14.0,2026,3,13,15,Friday,4.0,N/A,Summer
India,Bihar,Bhagalpur,"Dm Office Kachari Chowk, Bhagalpur - Bspcb",2026-03-13 15:00:00,25.251013,86.989001,No2,4.0,15.0,10.0,2026,3,13,15,Friday,11.0,N/A,Summer
India,Bihar,Bhagalpur,"Dm Office Kachari Chowk, Bhagalpur - Bspcb",2026-03-13 15:00:00,25.251013,86.989001,So2,29.0,40.5,40.5,2026,3,13,15,Friday,11.5,N/A,Summer
India,Bihar,Bhagalpur,"Dm Office Kachari Chowk, Bhagalpur - Bspcb",2026-03-13 15:00:00,25.251013,86.989001,Co,10.0,28.0,18.0,2026,3,13,15,Friday,18.0,N/A,Summer
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - Bspcb",2026-03-13 15:00:00,25.265194,87.012947,Pm2.5,12.0,68.0,36.0,2026,3,13,15,Friday,56.0,N/A,Summer
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - Bspcb",2026-03-13 15:00:00,25.265194,87.012947,Ozone,6.0,25.0,10.0,2026,3,13,15,Friday,19.0,N/A,Summer
India,Bihar,Purnia,"Mariam Nagar, Purnia - Bspcb",2026-03-13 15:00:00,25.366336,87.117468,Co,36.0,60.0,48.0,2026,3,13,15,Friday,24.0,N/A,Summer
India,Bihar,Rajgir,"Dangi Tola, Rajgir - Bspcb",2026-03-13 15:00:00,25.0328,85.41948,So2,2.0,3.0,3.0,2026,3,13,15,Friday,1.0,N/A,Summer
India,Bihar,Rajgir,"Dangi Tola, Rajgir - Bspcb",2026-03-13 15:00:00,25.0328,85.41948,Ozone,24.0,28.0,26.0,2026,3,13,15,Friday,4.0,N/A,Summer
India,Bihar,Saharsa,"Police Line, Saharsa - Bspcb",2026-03-13 15:00:00,25.892357,86.590325,So2,14.0,19.0,17.0,2026,3,13,15,Friday,5.0,N/A,Summer
India,Bihar,Manguraha,"Forest Rest House, Manguraha - Bspcb",2026-03-13 15:00:00,27.308328,84.531742,Co,32.0,33.0,32.0,2026,3,13,15,Friday,1.0,N/A,Summer
India,Bihar,Motihari,"Gandak Colony, Motihari - Bspcb",2026-03-13 15:00:00,26.63086,84.90051,Pm2.5,38.0,143.0,81.0,2026,3,13,15,Friday,105.0,N/A,Summer
India,Bihar,Munger,"Town Hall, Munger - Bspcb",2026-03-13 15:00:00,25.376776,86.471523,Pm2.5,20.0,52.0,38.0,2026,3,13,15,Friday,32.0,N/A,Summer
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - Bspcb",2026-03-13 15:00:00,24.75746,84.366208,No2,7.0,8.0,8.0,2026,3,13,15,Friday,1.0,N/A,Summer
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - Bspcb",2026-03-13 15:00:00,25.42742023,86.13886079,No2,9.0,16.0,13.0,2026,3,13,15,Friday,7.0,N/A,Summer
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - Bspcb",2026-03-13 15:00:00,25.42742023,86.13886079,Nh3,3.0,4.0,4.0,2026,3,13,15,Friday,1.0,N/A,Summer
India,Bihar,Samastipur,"Dm Office Kasipur, Samastipur - Bspcb",2026-03-13 15:00:00,25.859655,85.77944,Pm10,34.0,121.0,74.0,2026,3,13,15,Friday,87.0,N/A,Summer
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - Cpcc",2026-03-13 15:00:00,30.751462,76.762879,No2,14.0,40.0,26.0,2026,3,13,15,Friday,26.0,N/A,Summer
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - Cecb",2026-03-13 15:00:00,21.194815,81.31477,No2,28.0,43.0,32.0,2026,3,13,15,Friday,15.0,N/A,Summer
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - Cecb",2026-03-13 15:00:00,21.194815,81.31477,Nh3,1.0,2.0,1.0,2026,3,13,15,Friday,1.0,N/A,Summer
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - Cecb",2026-03-13 15:00:00,21.194815,81.31477,So2,3.0,5.0,4.0,2026,3,13,15,Friday,2.0,N/A,Summer
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",2026-03-13 15:00:00,21.185571,81.343175,So2,7.0,9.0,8.0,2026,3,13,15,Friday,2.0,N/A,Summer
India,Chhattisgarh,Chhal,"Nawapara Secl Colony, Chhal - Cecb",2026-03-13 15:00:00,22.118125,83.140608,Pm10,56.0,214.5,125.0,2026,3,13,15,Friday,158.5,N/A,Summer
India,Chhattisgarh,Raipur,"Aiims, Raipur - Cecb",2026-03-13 15:00:00,21.258815,81.578979,Ozone,5.0,21.0,8.0,2026,3,13,15,Friday,16.0,N/A,Summer
India,Chhattisgarh,Raipur,"Bhatagaon New Isbt, Raipur - Cecb",2026-03-13 15:00:00,21.219665,81.630094,Pm10,24.0,108.0,69.0,2026,3,13,15,Friday,84.0,N/A,Summer
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - Cecb",2026-03-13 15:00:00,21.237755,81.705301,Nh3,2.0,2.0,2.0,2026,3,13,15,Friday,0.0,N/A,Summer
India,Chhattisgarh,Raipur,"Siltara Phase-Ii, Raipur - Cecb",2026-03-13 15:00:00,21.371751,81.664929,Pm10,57.0,158.0,109.0,2026,3,13,15,Friday,101.0,N/A,Summer
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - Bspcb",2026-03-13 15:00:00,26.2271665,84.3570427,Nh3,1.0,1.0,1.0,2026,3,13,15,Friday,0.0,N/A,Summer
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - Bspcb",2026-03-13 15:00:00,26.2271665,84.3570427,Ozone,12.0,14.0,12.0,2026,3,13,15,Friday,2.0,N/A,Summer
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - Cpcc",2026-03-13 15:00:00,30.735567,76.775714,Ozone,6.0,114.0,61.0,2026,3,13,15,Friday,108.0,N/A,Summer
India,Bihar,Sasaram,"Dada Peer, Sasaram - Bspcb",2026-03-13 15:00:00,24.952822,84.002396,Pm10,42.0,122.0,78.0,2026,3,13,15,Friday,80.0,N/A,Summer
India,Bihar,Sasaram,"Dada Peer, Sasaram - Bspcb",2026-03-13 15:00:00,24.952822,84.002396,No2,2.0,6.0,2.0,2026,3,13,15,Friday,4.0,N/A,Summer
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - Bspcb",2026-03-13 15:00:00,26.2271665,84.3570427,Pm10,71.0,118.0,97.0,2026,3,13,15,Friday,47.0,N/A,Summer
India,Delhi,Delhi,"Ashok Vihar, Delhi - Dpcc",2026-03-13 15:00:00,28.695381,77.181665,No2,13.0,85.0,43.0,2026,3,13,15,Friday,72.0,N/A,Summer
India,Delhi,Delhi,"Aya Nagar, Delhi - Imd",2026-03-13 15:00:00,28.4706914,77.1099364,Pm2.5,35.0,213.0,129.0,2026,3,13,15,Friday,178.0,N/A,Summer
India,Delhi,Delhi,"Aya Nagar, Delhi - Imd",2026-03-13 15:00:00,28.4706914,77.1099364,Pm10,82.0,214.5,168.0,2026,3,13,15,Friday,132.5,N/A,Summer
India,Delhi,Delhi,"Alipur, Delhi - Dpcc",2026-03-13 15:00:00,28.815329,77.15301,Pm2.5,42.0,213.0,162.0,2026,3,13,15,Friday,171.0,N/A,Summer
India,Chhattisgarh,Korba,"Rampur, Korba - Cecb",2026-03-13 15:00:00,22.368195,82.746431,Nh3,1.0,1.0,1.0,2026,3,13,15,Friday,0.0,N/A,Summer
India,Chhattisgarh,Korba,"Rampur, Korba - Cecb",2026-03-13 15:00:00,22.368195,82.746431,So2,6.0,40.5,40.5,2026,3,13,15,Friday,34.5,N/A,Summer
India,Chhattisgarh,Korba,"Urja Nagar, Korba - Cecb",2026-03-13 15:00:00,22.348441,82.549611,Pm10,58.0,214.5,160.0,2026,3,13,15,Friday,156.5,N/A,Summer
India,Chhattisgarh,Kunjemura,"Op Jindal School, Kunjemura - Cecb",2026-03-13 15:00:00,22.12665,83.483212,So2,17.0,40.5,40.5,2026,3,13,15,Friday,23.5,N/A,Summer
India,Chhattisgarh,Raipur,"Aiims, Raipur - Cecb",2026-03-13 15:00:00,21.258815,81.578979,So2,3.0,16.0,7.0,2026,3,13,15,Friday,13.0,N/A,Summer
India,Delhi,Delhi,"Cantonment Area, Delhi - Dpcc",2026-03-13 15:00:00,28.594169,77.1251,No2,17.0,85.0,55.0,2026,3,13,15,Friday,68.0,N/A,Summer
India,Delhi,Delhi,"Cantonment Area, Delhi - Dpcc",2026-03-13 15:00:00,28.594169,77.1251,Nh3,1.0,8.0,3.0,2026,3,13,15,Friday,7.0,N/A,Summer
India,Delhi,Delhi,"Cantonment Area, Delhi - Dpcc",2026-03-13 15:00:00,28.594169,77.1251,Ozone,1.0,50.0,28.0,2026,3,13,15,Friday,49.0,N/A,Summer
India,Delhi,Delhi,"Chandni Chowk, Delhi - Iitm",2026-03-13 15:00:00,28.656756,77.227234,Pm10,174.0,214.5,214.5,2026,3,13,15,Friday,40.5,N/A,Summer
India,Delhi,Delhi,"Commonwealth Sports Complex, Delhi - Dpcc",2026-03-13 15:00:00,28.615828,77.271992,Nh3,8.0,15.5,15.5,2026,3,13,15,Friday,7.5,N/A,Summer
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - Dpcc",2026-03-13 15:00:00,28.498571,77.26484,Pm2.5,23.0,213.0,157.0,2026,3,13,15,Friday,190.0,N/A,Summer
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - Dpcc",2026-03-13 15:00:00,28.5710274,77.0719006,So2,20.0,40.5,28.0,2026,3,13,15,Friday,20.5,N/A,Summer
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - Dpcc",2026-03-13 15:00:00,28.5710274,77.0719006,Co,4.0,61.0,32.0,2026,3,13,15,Friday,57.0,N/A,Summer
India,Delhi,Delhi,"Bawana, Delhi - Dpcc",2026-03-13 15:00:00,28.7762,77.051074,Pm2.5,55.0,213.0,213.0,2026,3,13,15,Friday,158.0,N/A,Summer
India,Delhi,Delhi,"Bawana, Delhi - Dpcc",2026-03-13 15:00:00,28.7762,77.051074,Nh3,6.0,15.5,8.0,2026,3,13,15,Friday,9.5,N/A,Summer
India,Delhi,Delhi,"Burari Crossing, Delhi - Imd",2026-03-13 15:00:00,28.7256504,77.2011573,Pm10,102.0,214.5,149.0,2026,3,13,15,Friday,112.5,N/A,Summer
India,Delhi,Delhi,"Crri Mathura Road, Delhi - Imd",2026-03-13 15:00:00,28.5512005,77.2735737,Pm2.5,35.0,213.0,143.0,2026,3,13,15,Friday,178.0,N/A,Summer
India,Delhi,Delhi,"Crri Mathura Road, Delhi - Imd",2026-03-13 15:00:00,28.5512005,77.2735737,No2,62.0,85.0,85.0,2026,3,13,15,Friday,23.0,N/A,Summer
India,Delhi,Delhi,"Crri Mathura Road, Delhi - Imd",2026-03-13 15:00:00,28.5512005,77.2735737,Co,25.0,61.0,47.0,2026,3,13,15,Friday,36.0,N/A,Summer
India,Delhi,Delhi,"Cantonment Area, Delhi - Dpcc",2026-03-13 15:00:00,28.594169,77.1251,Pm10,88.0,214.5,171.0,2026,3,13,15,Friday,126.5,N/A,Summer
India,Delhi,Delhi,"Ignou Maidan Garhi, Delhi - Dpcc",2026-03-13 15:00:00,28.493624,77.201159,Pm2.5,33.0,213.0,185.0,2026,3,13,15,Friday,180.0,N/A,Summer
India,Delhi,Delhi,"Ignou Maidan Garhi, Delhi - Dpcc",2026-03-13 15:00:00,28.493624,77.201159,So2,40.5,40.5,40.5,2026,3,13,15,Friday,0.0,N/A,Summer
India,Delhi,Delhi,"Ihbas, Dilshad Garden, Delhi - Cpcb",2026-03-13 15:00:00,28.6811736,77.3025234,So2,4.0,30.0,13.0,2026,3,13,15,Friday,26.0,N/A,Summer
India,Delhi,Delhi,"Ihbas, Dilshad Garden, Delhi - Cpcb",2026-03-13 15:00:00,28.6811736,77.3025234,Ozone,12.0,39.0,14.0,2026,3,13,15,Friday,27.0,N/A,Summer
India,Delhi,Delhi,"Ito, Delhi - Cpcb",2026-03-13 15:00:00,28.628624,77.24106,Nh3,4.0,7.0,5.0,2026,3,13,15,Friday,3.0,N/A,Summer
India,Delhi,Delhi,"Ito, Delhi - Cpcb",2026-03-13 15:00:00,28.628624,77.24106,So2,7.0,21.0,13.0,2026,3,13,15,Friday,14.0,N/A,Summer
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - Dpcc",2026-03-13 15:00:00,28.58028,77.233829,Ozone,2.0,114.0,77.0,2026,3,13,15,Friday,112.0,N/A,Summer
